,Field,Subfield,Year,Month,Price
3,高新区,天府长城,2017,09,18597
4,高新区,天府长城,2017,08,17790
5,高新区,天府长城,2017,07,16939
6,高新区,天府长城,2017,06,16523
7,高新区,天府长城,2017,05,15601
8,高新区,天府长城,2017,04,15698
9,高新区,天府长城,2017,03,15130
10,高新区,天府长城,2017,02,14252
11,高新区,天府长城,2017,01,13844
0,高新区,天府长城,2017,12,20080
1,高新区,天府长城,2017,11,19878
2,高新区,天府长城,2017,10,19567
3,高新区,天府长城,2017,09,18597
4,高新区,天府长城,2017,08,17790
5,高新区,天府长城,2017,07,16939
6,高新区,天府长城,2017,06,16523
7,高新区,天府长城,2017,05,15601
8,高新区,天府长城,2017,04,15698
9,高新区,天府长城,2017,03,15130
10,高新区,天府长城,2017,02,14252
11,高新区,天府长城,2017,01,13844
0,高新区,肖家河,2017,12,13411
1,高新区,肖家河,2017,11,12542
2,高新区,肖家河,2017,10,11498
3,高新区,肖家河,2017,09,10784
4,高新区,肖家河,2017,08,10550
5,高新区,肖家河,2017,07,10501
6,高新区,肖家河,2017,06,9919
7,高新区,肖家河,2017,05,9711
8,高新区,肖家河,2017,04,9591
9,高新区,肖家河,2017,03,9597
10,高新区,肖家河,2017,02,9264
11,高新区,肖家河,2017,01,9223
0,高新区,肖家河,2017,12,13411
1,高新区,肖家河,2017,11,12542
2,高新区,肖家河,2017,10,11498
3,高新区,肖家河,2017,09,10784
4,高新区,肖家河,2017,08,10550
5,高新区,肖家河,2017,07,10501
6,高新区,肖家河,2017,06,9919
7,高新区,肖家河,2017,05,9711
8,高新区,肖家河,2017,04,9591
9,高新区,肖家河,2017,03,9597
10,高新区,肖家河,2017,02,9264
11,高新区,肖家河,2017,01,9223
0,高新区,中和,2017,12,12889
1,高新区,中和,2017,11,12843
2,高新区,中和,2017,10,12195
3,高新区,中和,2017,09,11679
4,高新区,中和,2017,08,11582
5,高新区,中和,2017,07,11282
6,高新区,中和,2017,06,11347
7,高新区,中和,2017,05,10863
8,高新区,中和,2017,04,10746
9,高新区,中和,2017,03,10328
10,高新区,中和,2017,02,10043
11,高新区,中和,2017,01,9644
0,高新区,中和,2017,12,12889
1,高新区,中和,2017,11,12843
2,高新区,中和,2017,10,12195
3,高新区,中和,2017,09,11679
4,高新区,中和,2017,08,11582
5,高新区,中和,2017,07,11282
6,高新区,中和,2017,06,11347
7,高新区,中和,2017,05,10863
8,高新区,中和,2017,04,10746
9,高新区,中和,2017,03,10328
10,高新区,中和,2017,02,10043
11,高新区,中和,2017,01,9644
0,高新区,紫荆,2017,12,14082
1,高新区,紫荆,2017,11,13380
2,高新区,紫荆,2017,10,12890
3,高新区,紫荆,2017,09,12071
4,高新区,紫荆,2017,08,11614
5,高新区,紫荆,2017,07,11443
6,高新区,紫荆,2017,06,11105
7,高新区,紫荆,2017,05,11027
8,高新区,紫荆,2017,04,11234
9,高新区,紫荆,2017,03,10924
10,高新区,紫荆,2017,02,10219
11,高新区,紫荆,2017,01,10158
0,高新区,紫荆,2017,12,14082
1,高新区,紫荆,2017,11,13380
2,高新区,紫荆,2017,10,12890
3,高新区,紫荆,2017,09,12071
4,高新区,紫荆,2017,08,11614
5,高新区,紫荆,2017,07,11443
6,高新区,紫荆,2017,06,11105
7,高新区,紫荆,2017,05,11027
8,高新区,紫荆,2017,04,11234
9,高新区,紫荆,2017,03,10924
10,高新区,紫荆,2017,02,10219
11,高新区,紫荆,2017,01,10158
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,高新区,站南,2017,12,17394
1,高新区,站南,2017,11,17137
2,高新区,站南,2017,10,16468
3,高新区,站南,2017,09,15909
4,高新区,站南,2017,08,15462
5,高新区,站南,2017,07,12318
6,高新区,站南,2017,06,10766
7,高新区,站南,2017,05,10646
8,高新区,站南,2017,04,10713
9,高新区,站南,2017,03,10238
10,高新区,站南,2017,02,9715
11,高新区,站南,2017,01,9625
0,天府新区,全部,2017,12,14248
1,天府新区,全部,2017,11,13680
2,天府新区,全部,2017,10,13171
3,天府新区,全部,2017,09,12620
4,天府新区,全部,2017,08,11910
5,天府新区,全部,2017,07,9092
6,天府新区,全部,2017,06,10948
7,天府新区,全部,2017,05,10565
8,天府新区,全部,2017,04,10519
9,天府新区,全部,2017,03,9961
10,天府新区,全部,2017,02,9390
11,天府新区,全部,2017,01,9151
0,天府新区,华阳,2017,12,11159
1,天府新区,华阳,2017,11,10585
2,天府新区,华阳,2017,10,9958
3,天府新区,华阳,2017,09,9362
4,天府新区,华阳,2017,08,9253
5,天府新区,华阳,2017,07,9709
6,天府新区,华阳,2017,06,8657
7,天府新区,华阳,2017,05,8539
8,天府新区,华阳,2017,04,8580
9,天府新区,华阳,2017,03,7927
10,天府新区,华阳,2017,02,7326
11,天府新区,华阳,2017,01,7193
0,天府新区,华阳,2017,12,11159
1,天府新区,华阳,2017,11,10585
2,天府新区,华阳,2017,10,9958
3,天府新区,华阳,2017,09,9362
4,天府新区,华阳,2017,08,9253
5,天府新区,华阳,2017,07,9709
6,天府新区,华阳,2017,06,8657
7,天府新区,华阳,2017,05,8539
8,天府新区,华阳,2017,04,8580
9,天府新区,华阳,2017,03,7927
10,天府新区,华阳,2017,02,7326
11,天府新区,华阳,2017,01,7193
0,天府新区,华府,2017,12,15617
1,天府新区,华府,2017,11,15092
2,天府新区,华府,2017,10,14882
3,天府新区,华府,2017,09,13269
4,天府新区,华府,2017,08,12019
5,天府新区,华府,2017,07,11551
6,天府新区,华府,2017,06,10789
7,天府新区,华府,2017,05,11032
8,天府新区,华府,2017,04,10734
9,天府新区,华府,2017,03,9887
10,天府新区,华府,2017,02,9479
11,天府新区,华府,2017,01,9313
0,天府新区,华府,2017,12,15617
1,天府新区,华府,2017,11,15092
2,天府新区,华府,2017,10,14882
3,天府新区,华府,2017,09,13269
4,天府新区,华府,2017,08,12019
5,天府新区,华府,2017,07,11551
6,天府新区,华府,2017,06,10789
7,天府新区,华府,2017,05,11032
8,天府新区,华府,2017,04,10734
9,天府新区,华府,2017,03,9887
10,天府新区,华府,2017,02,9479
11,天府新区,华府,2017,01,9313
0,天府新区,黄龙溪,2017,12,37576
1,天府新区,黄龙溪,2017,11,38823
2,天府新区,黄龙溪,2017,10,38867
3,天府新区,黄龙溪,2017,09,37985
4,天府新区,黄龙溪,2017,08,37590
5,天府新区,黄龙溪,2017,07,37428
6,天府新区,黄龙溪,2017,06,35988
7,天府新区,黄龙溪,2017,05,34177
8,天府新区,黄龙溪,2017,04,32088
0,天府新区,黄龙溪,2017,12,37576
1,天府新区,黄龙溪,2017,11,38823
2,天府新区,黄龙溪,2017,10,38867
3,天府新区,黄龙溪,2017,09,37985
4,天府新区,黄龙溪,2017,08,37590
5,天府新区,黄龙溪,2017,07,37428
6,天府新区,黄龙溪,2017,06,35988
7,天府新区,黄龙溪,2017,05,34177
8,天府新区,黄龙溪,2017,04,32088
0,天府新区,麓山,2017,12,20376
1,天府新区,麓山,2017,11,19916
2,天府新区,麓山,2017,10,19512
3,天府新区,麓山,2017,09,18345
4,天府新区,麓山,2017,08,17817
5,天府新区,麓山,2017,07,16808
6,天府新区,麓山,2017,06,15711
7,天府新区,麓山,2017,05,15730
8,天府新区,麓山,2017,04,16001
9,天府新区,麓山,2017,03,16583
10,天府新区,麓山,2017,02,15292
11,天府新区,麓山,2017,01,15745
0,天府新区,麓山,2017,12,20376
1,天府新区,麓山,2017,11,19916
2,天府新区,麓山,2017,10,19512
3,天府新区,麓山,2017,09,18345
4,天府新区,麓山,2017,08,17817
5,天府新区,麓山,2017,07,16808
6,天府新区,麓山,2017,06,15711
7,天府新区,麓山,2017,05,15730
8,天府新区,麓山,2017,04,16001
9,天府新区,麓山,2017,03,16583
10,天府新区,麓山,2017,02,15292
11,天府新区,麓山,2017,01,15745
0,天府新区,南湖,2017,12,14236
1,天府新区,南湖,2017,11,13371
2,天府新区,南湖,2017,10,13160
3,天府新区,南湖,2017,09,12518
4,天府新区,南湖,2017,08,11809
5,天府新区,南湖,2017,07,11314
6,天府新区,南湖,2017,06,11028
7,天府新区,南湖,2017,05,10754
8,天府新区,南湖,2017,04,10741
9,天府新区,南湖,2017,03,10264
10,天府新区,南湖,2017,02,9542
11,天府新区,南湖,2017,01,9313
0,天府新区,南湖,2017,12,14236
1,天府新区,南湖,2017,11,13371
2,天府新区,南湖,2017,10,13160
3,天府新区,南湖,2017,09,12518
4,天府新区,南湖,2017,08,11809
5,天府新区,南湖,2017,07,11314
6,天府新区,南湖,2017,06,11028
7,天府新区,南湖,2017,05,10754
8,天府新区,南湖,2017,04,10741
9,天府新区,南湖,2017,03,10264
10,天府新区,南湖,2017,02,9542
11,天府新区,南湖,2017,01,9313
0,天府新区,秦皇寺,2017,12,20501
1,天府新区,秦皇寺,2017,11,23390
2,天府新区,秦皇寺,2017,10,22111
3,天府新区,秦皇寺,2017,09,21926
4,天府新区,秦皇寺,2017,08,20088
5,天府新区,秦皇寺,2017,07,17956
6,天府新区,秦皇寺,2017,06,16709
7,天府新区,秦皇寺,2017,05,13092
8,天府新区,秦皇寺,2017,04,13158
9,天府新区,秦皇寺,2017,03,12838
10,天府新区,秦皇寺,2017,02,11827
11,天府新区,秦皇寺,2017,01,11666
0,天府新区,秦皇寺,2017,12,20501
1,天府新区,秦皇寺,2017,11,23390
2,天府新区,秦皇寺,2017,10,22111
3,天府新区,秦皇寺,2017,09,21926
4,天府新区,秦皇寺,2017,08,20088
5,天府新区,秦皇寺,2017,07,17956
6,天府新区,秦皇寺,2017,06,16709
7,天府新区,秦皇寺,2017,05,13092
8,天府新区,秦皇寺,2017,04,13158
9,天府新区,秦皇寺,2017,03,12838
10,天府新区,秦皇寺,2017,02,11827
11,天府新区,秦皇寺,2017,01,11666
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
3,天府新区,新兴,2017,09,12536
4,天府新区,新兴,2017,08,12349
5,天府新区,新兴,2017,07,12167
6,天府新区,新兴,2017,06,12112
7,天府新区,新兴,2017,05,11509
8,天府新区,新兴,2017,04,11590
9,天府新区,新兴,2017,03,8880
10,天府新区,新兴,2017,02,7609
11,天府新区,新兴,2017,01,10937
0,天府新区,新兴,2017,12,15229
1,天府新区,新兴,2017,11,14652
2,天府新区,新兴,2017,10,13315
